@relation 'paragraph'
@attribute e0 real
@attribute e1 real
@attribute e2 real
@attribute e3 real
@attribute e4 real
@attribute e5 real
@attribute e6 real
@attribute e7 real
@attribute e8 real
@attribute e9 real
@attribute e10 real
@attribute e11 real
@attribute e12 real
@attribute e13 real
@attribute e14 real
@attribute e15 real
@attribute e16 real
@attribute e17 real
@attribute e18 real
@attribute e19 real
@attribute e20 real
@attribute e21 real
@attribute e22 real
@attribute e23 real
@attribute e24 real
@attribute e25 real
@attribute e26 real
@attribute e27 real
@attribute e28 real
@attribute e29 real
@attribute e30 real
@attribute e31 real
@attribute e32 real
@attribute e33 real
@attribute e34 real
@attribute e35 real
@attribute e36 real
@attribute e37 real
@attribute e38 real
@attribute e39 real
@attribute e40 real
@attribute e41 real
@attribute e42 real
@attribute e43 real
@attribute e44 real
@attribute e45 real
@attribute e46 real
@attribute e47 real
@attribute e48 real
@attribute e49 real
@data
0.008329,0.320064,0.126843,0.086659,0.142819,-0.090251,-0.044003,0.194074,0.158857,0.055077,-0.074259,-0.112251,-0.135334,0.042799,-0.02249,0.078469,0.011223,0.009619,0.094688,0.025964,0.149825,0.028801,0.075416,-0.039844,0.009523,0.303878,0.041782,0.043949,0.172947,0.017568,0.135251,0.246579,0.193899,0.025902,0.093014,-0.211722,0.116444,-0.019907,0.08375,-0.139696,-0.019579,0.144643,-0.056593,0.109424,-0.01196,-0.279751,-0.057439,-0.055795,-0.104065,0.088571,
0.344104,0.190841,0.217881,0.212323,-0.188107,0.03951,-0.093845,0.188661,0.362955,-0.333191,-0.17022,0.056514,-0.158156,-0.219887,-0.217492,0.089458,-0.215684,0.183719,0.022486,-0.129208,0.115621,0.029257,0.007491,0.217154,-0.006083,0.064602,0.001695,-0.007784,0.325236,0.186329,0.126179,0.560703,0.289556,-0.252374,-0.191788,0.052689,0.377968,-0.173937,0.035789,-0.021862,0.316247,0.136583,-0.069234,-0.186413,0.073282,0.236191,0.026852,-0.21037,0.054369,0.232591,
0.26857,0.121017,0.224909,0.184163,-0.159365,0.275624,0.027754,0.16424,0.27391,0.074732,-0.059706,0.018567,-0.156583,-0.140515,-0.24773,0.117007,-0.038115,0.093847,0.057863,-0.060607,0.07711,0.016423,-0.084532,0.145912,0.02219,-0.100487,-0.284498,-0.135106,0.083417,0.120778,0.049007,0.080677,0.086987,-0.101149,-0.01613,-0.01545,0.258989,-0.242005,-0.208279,-0.113462,0.087109,0.029367,-0.085013,-0.031682,0.013113,-0.097225,-0.167009,-0.230962,0.140392,-0.098828,
-0.26367,0.047497,0.528411,-0.313482,0.102594,-0.120328,-0.22209,-0.188539,-0.602577,0.147401,0.227723,-0.193342,-0.147673,-0.450316,0.410312,-0.134448,0.199789,0.069132,-0.109255,0.142171,-0.048598,0.477143,-0.483665,0.184773,-0.109388,0.449531,0.460492,0.275649,0.027169,-0.131788,0.351661,0.537624,0.354431,0.293439,0.249161,0.018882,0.004782,-0.03454,0.178473,-0.137297,0.186588,-0.058732,-0.563562,-0.044996,0.532187,-0.154455,0.692854,-0.261378,-0.091333,0.63261,
0.385772,0.377199,0.397,0.300078,0.04958,0.14113,-0.055418,0.340687,0.472596,-0.009459,-0.050758,0.055394,-0.259836,-0.002307,-0.330951,0.116004,-0.279552,0.225665,-0.054099,-0.130627,0.153263,0.063601,-0.131923,0.095288,-0.024118,0.0366,-0.071986,0.142236,0.098186,0.118025,0.114813,0.228759,0.186164,-0.203744,0.121229,-0.320363,0.248665,-0.21344,-0.032716,0.058191,0.097628,0.151842,-0.239035,0.071017,-0.104784,-0.084283,-0.355639,0.048239,0.166791,0.001543,
-0.075216,0.163809,-0.036147,0.212703,0.135914,-0.445861,-0.298496,0.12284,0.184302,-0.267276,-0.257715,-0.049938,0.104776,0.311708,0.207395,0.07964,-0.22163,0.130135,-0.083296,-0.091219,0.133778,0.035222,0.208167,-0.132854,0.135544,0.297232,0.187573,0.093206,0.180603,-0.111392,0.037945,0.37776,0.345657,-0.238578,-0.038199,-0.021142,0.171266,-0.027618,0.358101,0.187434,0.148906,0.098682,0.122469,0.006241,-0.176371,0.183358,-0.085961,0.294577,-0.158641,0.210408,
0.117494,0.282429,-0.071645,0.387821,0.037359,-0.348742,-0.305553,0.11131,0.028086,-0.121816,-0.425918,-0.136729,-0.053606,0.07996,0.021648,0.228964,-0.225568,0.098606,0.034271,0.024653,0.177834,9.33E-4,0.030551,-0.094943,0.185022,0.499562,-0.003328,-0.133994,0.40183,-0.053142,0.108463,0.524668,0.60247,-0.226587,-0.080501,-0.100516,0.548825,-0.232505,0.310413,-0.072981,0.224459,0.114818,0.154259,-0.171319,-0.065618,-0.010205,-0.095922,0.065588,-0.186294,0.147056,
-0.146492,0.146281,0.095806,-0.357157,0.177009,-0.076637,0.083928,-0.06847,-0.062014,-0.049453,0.161863,-5.3E-5,0.035933,-0.127603,0.226708,-0.17378,0.248618,-0.146465,0.147894,0.129947,-0.073931,-0.024728,0.226678,-0.032377,0.00346,0.212062,0.241006,0.145903,-0.019135,0.02593,0.13456,0.181502,-0.073976,0.177184,-0.057786,0.084278,-0.161509,0.146988,0.030504,-0.03192,-0.215016,0.063229,-0.058705,-0.039526,0.195067,-0.119148,0.222568,-0.199054,-0.230584,0.264737,
-0.105634,0.077475,0.076213,-0.178814,0.158502,-0.141183,-0.056307,-0.053392,-0.027819,-0.269371,0.079765,-0.010495,0.100524,-0.013317,0.176508,-0.144554,0.057685,-0.00151,-0.02249,-0.02116,-0.013776,0.058707,0.142678,-0.051355,5.51E-4,0.157111,0.28594,0.288945,0.07535,0.055698,0.087409,0.314398,0.024197,-0.014018,-0.011749,-0.018434,-0.032373,0.142059,0.199367,0.109534,0.035243,0.01324,-0.145625,-0.102047,0.164081,0.211045,0.186064,0.047069,-0.137411,0.28082,
0.010636,0.194575,-0.032039,0.086457,0.14257,-0.127803,-0.041204,0.052853,-0.112032,-0.014048,-0.032067,-0.107733,0.015777,0.076848,-0.053796,0.027189,-0.02949,-0.063282,0.040226,0.059157,0.008354,-0.052711,0.021052,-0.083951,0.037249,0.198101,0.062597,0.043238,-6.13E-4,-1.31E-4,0.032631,0.03347,0.023258,0.043748,0.0326,-0.125558,0.041838,0.045025,0.154761,-0.046107,-0.07138,0.041825,0.001653,0.017379,0.007359,-0.111597,-0.008919,0.142298,-0.107178,-0.048438,
